Frequency (Hz),Channel 1 (dBV),Phase (deg)
128.6,-104.0565334262282,-44.79740648615328
128.8,-102.7483205397724,-83.2048961685331
129,-102.900236534987,-124.5879894668793
129.2,-102.3081041387707,-160.2578183921734
129.4,-102.5070424565747,154.6518980015477
129.6,-101.8497114128618,106.1283536985136
129.8,-103.6326278484861,67.72545427783645
130,-102.996346528565,35.52263756856995
130.2,-103.1854074523358,-1.158088356528351
130.4,-101.7417997197715,-51.80342013117546
130.6,-102.0073285637627,-83.75826953539118
130.8,-102.0514379101752,-128.8888192347647
131,-103.4975638541104,-172.0052938652075
131.2,-101.2953422097645,156.2197189932338
131.4,-101.862822035718,108.549291004321
131.6,-102.2939812624612,66.73964192516276
131.8,-102.5518561561093,25.20980264847903
132,-101.413162727907,-8.290297818195871
132.2,-101.5243017111021,-60.90535617402672
132.4,-103.2788287978684,-93.77741494692103
132.6,-100.9871836153756,-132.8935290691246
132.8,-102.0122149145861,-178.9850647651075
133,-102.4915406297384,145.3908860663689
133.2,-101.9306950157676,103.5654305745978
133.4,-101.0634152426556,65.29811863203101
133.6,-101.5954935524089,20.49758893843316
133.8,-101.6376756576895,-32.06409912781673
134,-102.1680479783482,-50.80533913045436
134.2,-100.905855846043,-108.8894025656693
134.4,-100.8109800109875,-139.3726740535382
134.6,-101.5371479967317,162.1934571809549
134.8,-102.4302100871979,135.4344135924658
135,-101.7604103442283,93.62140284142097
135.2,-100.7733821746109,50.84002148393156
135.4,-102.8784448694867,7.91085011858436
135.6,-99.60870671953879,-17.10375088053007
135.8,-100.5007236204652,-80.90213505741936
136,-100.6703083067594,-119.3411728680488
136.2,-100.646925339166,-149.6629659315079
136.4,-100.4332607803084,159.3061674135085
136.6,-102.270860607543,119.9653237845488
136.8,-101.3399047452109,83.38419228791224
137,-99.00600572412949,46.79422721718713
137.2,-101.22554389193,-10.51175487781826
137.4,-100.8831309648315,-43.2799733813335
137.6,-100.109619418324,-86.41742691395621
137.8,-101.8237787355921,-124.8416016537515
138,-101.1401721195891,-162.7879533927118
138.2,-100.1003032879902,160.1453409105544
138.4,-100.4372881573383,106.3090545644199
138.6,-100.2605029567844,77.11377000382305
138.8,-99.76529382916995,28.80411867462798
139,-100.8494629667474,-17.23396571163997
139.2,-99.43726098990464,-45.00232189873481
139.4,-99.69918815622793,-107.2129810391984
139.6,-100.6614673893723,-141.4984633551157
139.8,-101.6275895907953,-171.669797074668
140,-100.2801178705676,145.0172295839038
140.2,-101.1799933876837,99.14239639102368
140.4,-99.37999909198473,65.19306190765224
140.6,-100.7847864564278,14.46096773755231
140.8,-99.30601258568041,-25.20789361463614
141,-100.7999148933457,-69.01472210020376
141.2,-101.2433410500362,-106.9116249399162
141.4,-100.1724078393779,-145.0518239768149
141.6,-99.35966864546168,172.6379082303604
141.8,-99.25191448580465,125.7762879850518
142,-101.2952834568568,85.13871910429677
142.2,-100.6294984617274,50.88321717449895
142.4,-98.92801860658244,9.863753174012478
142.6,-99.88049537093312,-38.13687158643931
142.8,-98.62863506642086,-75.29704220904222
143,-99.27672372691026,-130.8491546752182
143.2,-100.1061567088179,-162.9020612344149
143.4,-100.0853612341856,153.4501330687681
143.6,-100.0583720066499,114.9750474977517
143.8,-99.25857378174672,75.21807672622309
144,-98.93843656550631,27.99210207681675
144.2,-99.3202140924177,-11.61568378695022
144.4,-99.03109360545963,-60.50870289292605
144.6,-99.16427419126757,-95.10624785168569
144.8,-100.55645412356,-148.0997679163039
145,-99.0293751637719,-173.07846593494
145.2,-99.67280658722929,138.3096802748403
145.4,-98.25143661772799,99.79844327444297
145.6,-99.90273764651404,47.56518857450018
145.8,-98.02057987852291,12.20891612884906
146,-99.52368670739565,-42.65727325185347
146.2,-99.67835671927772,-67.72323849320463
146.4,-99.72562422112162,-112.5500409106332
146.6,-97.89968340150294,-155.6050873980258
146.8,-98.75894573214296,156.8825093346612
147,-99.87434754728746,115.1058059502907
147.2,-98.88892199243074,79.46675205592859
147.4,-100.4213458234578,31.58318556203145
147.6,-98.21936057035913,1.40402782358752
147.8,-100.1370904966955,-52.47094123575294
148,-98.46897678869341,-92.50474435437013
148.2,-99.95825411397591,-131.5795211300148
148.4,-99.42157558133147,-177.5329162096425
148.6,-99.89401113649349,143.3291808387697
148.8,-99.40776715140488,95.26750740852768
149,-101.1621408259407,64.99979913592209
149.2,-99.60043403679434,15.86644762868834
149.4,-99.5872458898971,-25.69050864179361
149.6,-99.79370905668938,-66.57974593190299
149.8,-100.1779998990617,-105.7998199658096
150,-100.1024632561969,-161.0574339667876
150.2,-99.21178869876573,168.1671106960704
150.4,-101.0317781469418,129.4863957478209
150.6,-99.31765453214247,75.85240087507584
150.8,-100.3770958882084,34.26482605919959
151,-100.6080099425549,-0.491288432478731
151.2,-100.9795277475632,-52.47450068881259
151.4,-100.4687931597993,-91.19733198469099
151.6,-101.4375157284658,-125.643435313704
151.8,-99.8390794558689,-172.5621548906446
152,-101.0872114591502,146.2168044353018
152.2,-99.3791443936526,100.3267038054264
152.4,-100.644031935118,51.2911580204289
152.6,-102.5639874828943,11.41369327723753
152.8,-101.7325357532346,-20.52636180812769
153,-100.0006058323208,-60.74747321666387
153.2,-102.3136319638386,-116.3949026331985
153.4,-99.31111966200291,-145.4288488144749
153.6,-100.2672228647887,150.2541964183688
153.8,-102.5927872214473,122.8305641351916
154,-102.1860954637017,73.11577216664858
154.2,-101.8426620857333,38.17601653249142
154.4,-101.7926477599502,-0.4241427032378275
154.6,-103.0914495559171,-51.0572117107786
154.8,-100.729568391285,-91.36308052536597
155,-103.4017213451398,-130.2976228759784
155.2,-102.4053513345828,-167.6903110741423
155.4,-101.901246013144,140.9850874455682
155.6,-101.4739708509477,99.97133303381916
155.8,-103.1557313839655,53.30035195795318
156,-101.6892866755178,7.391771640501187
156.2,-104.8266043312504,-43.24507203824928
156.4,-103.2652493848524,-68.75616645903014
156.6,-105.3209986054402,-119.0663927383833
156.8,-103.6608497706175,-155.8467411729788
157,-101.5339556997792,165.9127665455326
157.2,-104.9252601776216,106.900193254796
157.4,-102.079881254047,57.27542421949715
157.6,-104.923632871115,31.30020737141606
157.8,-107.4424145858424,-23.43401623071347
158,-103.4430432090616,-57.30513317808707
158.2,-102.2652963629558,-96.66478149292294
158.4,-105.7754394302542,-167.2286440120003
158.6,-105.2951670453953,174.3413612626154
158.8,-105.0746878562117,123.105211218569
159,-103.0707745481224,80.17811287815232
159.2,-109.3023728808471,35.98567380162844
159.4,-104.8379264275807,-11.19237314078256
159.6,-106.1566889609476,-53.33445753690521
159.8,-105.1921266042395,-97.52096555477917
160,-108.2015613253807,-128.7807121150689
160.2,-102.0004655763343,172.7573740121447
160.4,-105.8335209489802,118.9726612363242
160.6,-104.669286314909,82.0482704479906
160.8,-104.7878445282355,26.68451113700032
161,-106.3797126738619,-10.58068191163797
161.2,-105.0511933497961,-52.1901091463467
161.4,-105.9147968107921,-99.36809500829229
161.6,-104.356000827483,-142.0686707111254
161.8,-105.1486134787153,173.9291440748586
162,-103.4463754159567,119.127673773871
162.2,-104.5085917402937,72.84997496784932
162.4,-105.5634325003162,41.3835543924025
162.6,-103.8444832788628,-12.0255425397851
162.8,-105.1238872124836,-53.54488174539485
163,-105.2710409822436,-90.43422343847443
163.2,-102.6787734768342,-127.2882045680721
163.4,-103.286828843874,164.7825260871418
163.6,-104.2949367716319,141.1991594643407
163.8,-102.5992109776514,88.00692745347639
164,-102.3325117696196,35.786794781443
164.2,-101.7158460492494,-6.547261696841695
164.4,-103.1349434166918,-53.71036781271468
164.6,-101.9210638543766,-97.99615015791859
164.8,-102.7275990979107,-145.915446867127
165,-102.7589863971569,-175.9437279852634
165.2,-101.2406428685264,124.5715462550964
165.4,-102.436154276713,99.9347775405114
165.6,-101.2965628356406,36.3329671618068
165.8,-101.4732664287836,2.724320726666035
166,-101.6938210529673,-43.00364229454885
166.2,-100.4768427426525,-89.96841921752628
166.4,-102.0905417468605,-137.454382431305
166.6,-101.9908048451407,-170.8076653715933
166.8,-100.8400529729805,141.1188673100042
167,-101.3137404736938,103.8703346161591
167.2,-101.2718390395206,51.6078347330084
167.4,-99.8450223936768,17.26775239376559
167.6,-101.5432268717683,-34.20700708628889
167.8,-99.86136232643028,-70.52265910749371
168,-100.2653725119449,-118.9136226764963
168.2,-100.3876053806886,-170.3454405966324
168.4,-100.5155508910316,160.8945234492997
168.6,-100.0834505435374,112.6170095621317
168.8,-99.71735706645687,66.97980864934492
169,-99.95086654591404,27.4090718954877
169.2,-98.98912942177036,-18.81487642370268
169.4,-99.37477159880225,-71.51128052320472
169.6,-100.129478182702,-102.9400562806338
169.8,-100.0171822275429,-150.8798811413878
170,-99.3876737050109,164.8513092865868
170.2,-99.67468268917598,119.7490300656133
170.4,-99.66406789003727,81.5416501624394
170.6,-99.95396647582011,29.02988299269359
170.8,-101.6341812616064,-4.834994978802315
171,-99.62043781077496,-46.77927699329987
171.2,-100.6838409855932,-82.54765591650776
171.4,-99.15432872078904,-134.3197983084946
171.6,-100.1898613125872,175.6538279099197
171.8,-100.7253974890911,134.88890048899
172,-102.0937000746697,95.27078029721862
172.2,-101.5006190075143,53.76890609891863
172.4,-101.0467851271544,6.781794294102437
172.6,-102.1232550719253,-30.16425658697749
172.8,-100.9698449657823,-78.76933957245733
173,-102.7313270805904,-120.9481714056918
173.2,-104.4438932145279,-161.0298137571983
173.4,-102.444708433082,168.7942845835298
173.6,-101.9348014655968,117.2497430983905
173.8,-104.015897781861,69.16694064746835
174,-104.2388472130191,21.41259399639065
174.2,-105.6933934661377,-2.610251180487771
174.4,-108.1981338498115,-50.74439078907983
174.6,-104.9631030913475,-82.05038136845532
174.8,-110.0445234210858,-99.60720018335036
175,-103.9401548445943,-155.0742617408382
175.2,-106.6518335872733,178.7333269648974
175.4,-107.3799841170639,120.2704635946663
175.6,-106.9289495596545,98.60235351384696
175.8,-105.6284282325884,54.50673124763495
176,-108.2109520650226,34.87803977714122
176.2,-103.7572174474523,-12.68560968886234
176.4,-102.8334633875673,-63.09764571590751
176.6,-107.0209774374052,-116.8445152686522
176.8,-103.9303967270957,-129.2019943728793
177,-104.5505947251794,-173.6484399746927
177.2,-103.52596464213,149.0610966740397
177.4,-101.4654814441811,115.0313322145607
177.6,-100.5378467585252,52.60278000032411
177.8,-102.1853599839627,18.77079149705316
178,-102.0675026688893,-18.92785879520923
178.2,-100.757677113152,-66.04438700061755
178.4,-99.76354663570449,-99.13114618226068
178.6,-99.97480392238602,-147.7094530001081
178.8,-99.19397214966827,169.0085659999576
179,-99.75864118401813,124.525649449857
179.2,-98.80980600968384,91.81743750729787
179.4,-98.59375986478145,39.55045594372461
179.6,-100.0806081802226,5.165838096031279
179.8,-97.64795295511958,-28.33357896592464
180,-97.4068218217935,-75.28723520401265
180.2,-96.54836388781894,-124.1700207088974
180.4,-96.90367255393315,-167.7609731692594
180.6,-98.01869208127209,148.5973903482392
180.8,-97.36848895461611,111.8399970549496
181,-96.81149406839089,72.79607711801731
181.2,-96.38891281057667,27.13945401698466
181.4,-95.81616341295403,-15.95785754920309
181.6,-95.49657859921375,-61.86192801355822
181.8,-95.71599360892847,-103.9753120265825
182,-96.04551717113779,-146.2017670715991
182.2,-95.99039398486694,169.9495154875946
182.4,-95.66901777677863,132.441238550742
182.6,-95.36645283546966,90.2156152805296
182.8,-95.5893962302308,45.89771105864491
183,-94.8615082834898,2.06781363770616
183.2,-95.07961667853719,-35.38950333957514
183.4,-95.04998219960902,-87.44186725383447
183.6,-95.05994469749061,-122.9707125443158
183.8,-95.08998958362456,-165.6558453451708
184,-94.76619960534906,153.3203367408105
184.2,-94.66182865445823,110.331635908607
184.4,-93.9578337951661,66.42598821354986
184.6,-94.81084770343264,23.83037563691773
184.8,-94.73286242881322,-17.22286673309298
185,-94.03953112566475,-53.91619220625582
185.2,-92.81854268241733,-105.0899602459855
185.4,-94.8509088964491,-144.8984949402197
185.6,-93.22480024764074,166.0758121245844
185.8,-94.15550382742558,131.2438994903646
186,-94.27573655239436,83.87344681884517
186.2,-93.98125079402422,46.36477376656428
186.4,-93.88326269691333,3.055658971421634
186.6,-93.51481455058591,-37.40148953285863
186.8,-93.42079820762416,-81.05170488175254
187,-92.98239502547638,-125.968742580113
187.2,-93.14898028961869,-168.1563192900991
187.4,-93.41357331178688,149.6433532277484
187.6,-93.33386906616715,108.9866108148982
187.8,-92.82409959628326,63.5362707871938
188,-93.24405661308255,25.86361909169894
188.2,-93.16920868258626,-21.72610006238834
188.4,-92.87758116863051,-59.56554930796659
188.6,-92.8893900659084,-105.6061915174428
188.8,-93.03638829690244,-148.0485390459344
189,-93.60586274942449,171.1507126338294
189.2,-92.50083088487366,130.5835810200814
189.4,-93.18158960772047,86.34863622492541
189.6,-92.60094950198794,44.38435539935331
189.8,-93.01884389535536,3.116570299812472
190,-92.26370037560838,-41.93025794048964
190.2,-92.87351202869024,-84.09202234769479
190.4,-92.81907382206126,-125.9277048049871
190.6,-92.56855038195937,-169.0787665269761
190.8,-92.87681513453794,148.2615830654812
191,-92.75960853295921,106.4915426498437
191.2,-92.70579466569517,62.03839650987911
191.4,-92.60656920705742,21.89578897967981
191.6,-93.03866091314126,-23.36657795501432
191.8,-92.68511340450655,-65.04521661869192
192,-93.11517561991316,-105.4902459982152
192.2,-92.90179952238488,-148.4500461806037
192.4,-92.64177344822727,168.946714276754
192.6,-92.94970323145787,127.1063747838
192.8,-92.64647798896364,82.41022264070347
193,-92.77255405155944,41.9701009386196
193.2,-93.03437120992214,-3.767882948119341
193.4,-93.20991068990942,-39.34554003459381
193.6,-91.97512998373904,-86.07965027383882
193.8,-93.42289664233418,-129.7164897401714
194,-92.34340492428197,-172.8932802313576
194.2,-92.89296711654097,148.552005049506
194.4,-92.90791551303768,101.602487189218
194.6,-92.62621500754358,57.74622083086403
194.8,-93.14151821439764,17.95400935473887
195,-92.80534068066376,-28.0806225010328
195.2,-93.79703285879864,-68.93227830022157
195.4,-93.08186870950644,-110.7097166666798
195.6,-93.03735273041276,-152.6623568153634
195.8,-93.48927924775126,162.0330544654603
196,-93.15995253697885,122.7429549065198
196.2,-93.12440601800823,77.42619460070917
196.4,-94.20190788751731,35.56503300578542
196.6,-93.33509196600806,-6.042029875395846
196.8,-93.66830309033287,-50.7322637791101
197,-94.4202083323465,-94.23581584128692
197.2,-94.42230443591014,-130.1696488184686
197.4,-93.33846930390141,-177.8558545975453
197.6,-94.28300850802317,137.6755637007739
197.8,-94.80886711206482,98.2925247526384
198,-93.7313912545745,53.39075973007066
198.2,-95.00096653332398,9.794423443755116
198.4,-95.0527917884184,-30.73826085490768
198.6,-94.66391400678143,-70.96891889571417
198.8,-94.90645195790223,-119.6350801376714
199,-95.42277975534672,-156.0357419403229
199.2,-95.26441103118914,159.1779033928249
199.4,-95.02661257888005,112.467897940934
199.6,-95.15600415277261,70.19783081322875
199.8,-95.43489173037896,29.12836402602639
200,-96.54712366839749,-35.89927221008539
200.2,-96.08908440386068,-47.62945879401722
200.4,-96.87587603968738,-103.8384872746169
200.6,-97.54220902747912,-140.3867117782145
200.8,-96.11137407920242,-177.8624031888575
201,-96.13996235522302,133.3184455899838
201.2,-96.84630140422955,86.00107038773854
201.4,-97.57292527729298,47.26695875758911
201.6,-97.06739635019245,4.927369520690694
201.8,-97.52047015192011,-39.27825861786179
202,-98.11458900866677,-81.96774415144279
202.2,-97.3540399441585,-126.872598169806
202.4,-97.97614404129862,-169.3429336928954
202.6,-99.14672334396292,147.5198862730714
202.8,-98.06684457119798,105.3809291773553
203,-98.74478341160491,58.04686462948479
203.2,-98.97766373544692,23.23613617642558
203.4,-97.96365183760651,-35.79728736596172
203.6,-100.8702002539791,-71.81449977397875
203.8,-100.0590704578635,-115.3782841259645
204,-100.7780271446479,-165.5272641325045
204.2,-103.0296936890012,159.1041268000748
204.4,-102.0081887063097,123.549412105004
204.6,-101.1050873446389,81.11235941975895
204.8,-101.830537843539,20.53531230817465
205,-101.6608371125227,-7.123144783713999
205.2,-101.7078062764999,-67.48554735555918
205.4,-105.3304197597796,-117.2930542925154
205.6,-104.5802641125901,-148.7585224552961
205.8,-105.3345398766147,174.6228510689704
206,-107.1976469417791,132.4014490252371
206.2,-105.2383505292496,86.78521432136176
206.4,-104.910399907845,30.918263832543
206.6,-109.0959450206213,-4.274561055931862
206.8,-109.6616118362933,-61.3934171902655
207,-107.009182442388,-79.53331794095588
207.2,-108.2566349749757,-157.8179342923964
207.4,-110.0902747235415,174.4150485527336
207.6,-110.4963747626027,110.1994444797792
207.8,-110.8170829554136,64.09677187032165
208,-112.5957670186954,40.77766746290428
208.2,-112.1863955226628,-36.1560734201931
208.4,-113.4643128838244,-74.28505268278739
208.6,-117.9314884901114,-80.24391266868658
208.8,-110.3186435664646,-156.7003213990684
209,-112.6873627394187,153.6415525013346
209.2,-112.2132032563676,107.5907599900851
209.4,-108.0445834635012,30.49651388444207
209.6,-115.9947560616761,-33.73036221961205
209.8,-114.1643838791074,-58.71392828367429
210,-112.2463845453665,-95.83959811253771
210.2,-113.5950711438636,-152.755386253313
210.4,-114.0711771250937,172.4500194492182
210.6,-107.4821566765138,145.5435033527418
210.8,-107.9192866819865,33.44036564369642
211,-112.3823844089632,55.14016840520264
211.2,-113.8943606103658,-22.51223309133307
211.4,-112.8366210894297,-32.95377063192542
211.6,-108.0608708635511,-92.04607708973344
211.8,-106.4223711803455,-113.3035090379936
212,-106.2529028209085,155.4094208625112
212.2,-107.635591433387,128.6165841954001
212.4,-107.2155774609893,98.91824117465529
212.6,-106.9578054894489,20.4120396666664
212.8,-110.0268057007511,10.74754736370321
213,-105.0898332429903,-34.07502081540079
213.2,-105.1375099908648,-95.59799549956139
213.4,-108.7165937194061,-141.5949457349173
213.6,-103.8686292157544,-163.8903213997283
213.8,-105.8980575646083,126.4650389389647
214,-108.8721589714965,107.166221752939
214.2,-104.3804436677029,61.93548657466491
214.4,-104.7870469912565,10.50349795974274
214.6,-111.9410526119752,-21.74635861067591
214.8,-103.4132275752503,-60.18633478571832
215,-104.7296826748373,-108.0678316707765
215.2,-103.7651802192128,-153.9838355822368
215.4,-105.8568552387917,174.8747570200952
215.6,-103.0060124627714,112.9937376236956
215.8,-105.7168620028221,92.49715554129024
216,-104.5063796082251,32.62173002534324
216.2,-103.5443743277441,2.039423120805004
216.4,-106.2456441883497,-43.47713295900027
216.6,-102.7943868503113,-75.77922692246811
216.8,-104.8584362205176,-123.8735978449377
217,-103.0840092209499,-165.0756916679752
217.2,-101.8818390409037,159.4324491350932
217.4,-103.9587631929133,94.14391372216544
217.6,-104.2098970392532,69.01732649640925
217.8,-101.2513862015163,29.08833202044103
218,-104.4893750648497,-37.26553588788815
218.2,-102.321594972658,-55.28354469617043
218.4,-102.5112048889299,-106.3392280124469
218.6,-103.8594358438372,-148.5942527985228
218.8,-102.3259631865213,174.7707902091343
219,-103.0544929016102,129.0446119418737
219.2,-102.1496310594555,79.17705030585556
219.4,-103.6585692250436,56.25434500512714
219.6,-101.9916969867375,0.9927023147516438
219.8,-101.9045555336454,-41.88024823291953
220,-102.270126677175,-77.41635484806437
220.2,-101.6030871220861,-129.3907822352569
220.4,-101.7478948828505,-174.0627008214177
220.6,-103.2139113832278,146.9880656823241
220.8,-101.5721872450908,104.6589253035264
221,-102.9672985088195,55.53785508607822
221.2,-103.8848042960933,31.87192196085688
221.4,-101.4605964328859,-21.47927658014891
221.6,-102.4349853418189,-67.62420823408834
221.8,-102.8394000063397,-99.42045474638857
222,-102.6912326216175,-147.5500339885864
222.2,-102.1592017266021,159.5021601733456
222.4,-104.1273077124254,133.1687740233625
222.6,-102.5057420243359,89.21155995618905
222.8,-102.0128416385513,43.06244842487391
223,-102.8518040610256,4.290938936044805
223.2,-101.330643559404,-50.50559206073998
223.4,-103.0698435750219,-92.5878329234186
223.6,-103.3224979803686,-132.2831378797696
223.8,-103.1521468847912,-166.9420101621905
224,-102.7439777944459,132.5490411662531
224.2,-104.9919841105217,109.2113856470363
224.4,-104.4109896350841,67.23360957922517
224.6,-101.836406455353,22.25273891643337
224.8,-105.7838601561292,-22.28337207664818
225,-102.1228629213907,-63.84339675725294
225.2,-105.3744777216076,-104.8275400262107
225.4,-102.889666640622,-146.7551648444027
225.6,-103.8311259926703,177.1643204024255
225.8,-102.2638661754451,115.8583650894954
226,-105.126879996039,76.5200994956645
226.2,-104.9613237579016,33.39951491537737
226.4,-107.584176712901,-19.66311471302603
226.6,-105.0879684203081,-37.51125852869887
226.8,-105.6590948204762,-84.34874935828759
227,-106.311119953066,-144.5866385239167
227.2,-105.7686337296661,-168.1071754074474
227.4,-106.9872630366903,126.3757954227509
227.6,-108.4671575737528,90.57193749812232
227.8,-111.1418951916679,96.16853258038977
228,-104.8944673997749,11.97619698661529
228.2,-106.4735831810937,-33.46498745647813
228.4,-111.7199186140717,-81.53724822805299
228.6,-109.0242972134533,-124.5533684190353
228.8,-111.0610234054381,-174.2927227966206
229,-114.0835348918486,176.7569733721933
229.2,-114.1478256936403,129.8077799072905
229.4,-110.6615155888435,78.08105619168583
229.6,-114.0901867443779,13.85568305338744
229.8,-109.1739131750889,-24.45193863489142
230,-114.2055789833937,-144.2458353484738
230.2,-130.1326476295034,-78.77295910474733
230.4,-122.4873230323166,-138.893867006268
230.6,-126.2662487022084,156.0988258646107
230.8,-123.4017200404747,177.1633072931068
231,-117.6595860674481,79.19423973147317
231.2,-115.3447204642917,-54.60110064370222
231.4,-120.6570734971818,-140.2695935808848
231.6,-123.6503041840666,-27.12997327017417
231.8,-113.470785026218,147.5996216915359
232,-116.9264924012233,162.0060805152748
232.2,-116.0148271311839,55.88545215120462
232.4,-111.224030551442,29.86587261990063
232.6,-113.0080525019329,-16.24463544913543
232.8,-109.1569127772034,-83.41507908608989
233,-112.5707691243291,-83.92701168177578
233.2,-108.1805968698141,-171.083342202513
233.4,-110.4340605294664,166.7136352163099
233.6,-107.7689694095131,113.055065872198
233.8,-108.5778193110939,83.86737794993061
234,-106.1672789692516,32.14116366151337
234.2,-103.7952880635106,-9.693421417754799
234.4,-104.4234207152376,-70.45291709780697
234.6,-105.4490665475153,-102.9438442285651
234.8,-105.0005926448174,-145.2009450021816
235,-104.4951541683591,177.9734571232483
235.2,-103.3448184945698,137.4003477828002
235.4,-102.1817960356647,88.56657324620663
235.6,-103.4612291755614,43.62078269627089
235.8,-101.0826579797932,5.853927134050072
236,-102.6944861792206,-40.10795134012936
236.2,-100.5746297173409,-87.58988322096322
236.4,-100.7356526055557,-119.1360952253249
236.6,-99.90504159292696,-174.1880329630237
236.8,-100.1678359237981,140.4655362959915
237,-101.5677668932941,114.4315154813562
237.2,-98.95340169921295,68.23006371953647
237.4,-98.5836896251767,23.43975312973023
237.6,-99.34340458617278,-17.66616920191787
237.8,-97.87618123750441,-64.49455827053877
238,-98.0025057002149,-107.8019221022877
238.2,-99.02260365005587,-147.6739936354277
238.4,-97.30488235702344,170.6884857161564
238.6,-97.75120984222815,125.4721108696814
238.8,-97.6158570546727,86.61070216330842
239,-96.87552965337355,46.38466544107357
239.2,-97.01805673629127,-1.838887714812278
239.4,-96.71638649158575,-40.38611507695295
239.6,-96.210339635919,-86.43079119183891
239.8,-96.33903746925498,-122.8089466976739
240,-96.8079490701432,-172.4400487095969
240.2,-94.68123546526581,152.0870991363572
240.4,-95.97197025646224,103.5611721711498
240.6,-96.11021439384876,67.12259409509109
240.8,-94.85801660526536,20.60760110234155
241,-95.03734353050412,-17.39174796842431
241.2,-95.10937190340297,-63.54333627592831
241.4,-94.47072990643051,-102.975354768437
241.6,-94.34909360151275,-150.0972031943911
241.8,-94.23575491147002,171.165672862017
242,-94.35320853193443,128.8306912910419
242.2,-94.10677200333063,84.87075900813792
242.4,-93.49122229588524,46.66964125582619
242.6,-93.50467343951813,1.860985393400007
242.8,-93.06287410865239,-41.5628879083614
243,-92.98290401535428,-83.96569293751588
243.2,-92.92422130580228,-124.9215036700915
243.4,-92.97699123690732,-168.7845844585442
243.6,-92.41022747763674,150.0485508436567
243.8,-92.34663439967237,107.3105291047889
244,-92.39801378245573,65.30498575593626
244.2,-91.73898304038751,21.23489053146382
244.4,-92.05287535473482,-22.41302361922667
244.6,-92.05667652864881,-62.39846231861936
244.8,-91.89404966776634,-103.084099391883
245,-91.26615372966755,-145.3292958451094
245.2,-91.11576208010155,173.1372393666502
245.4,-91.04535243706641,129.732972027445
245.6,-90.57112578870661,83.38107180727616
245.8,-90.89061504482389,46.10616183571992
246,-90.51075185907908,3.61697854143542
246.2,-89.94054810220322,-41.17169419019974
246.4,-90.04698550737129,-82.77164131232166
246.6,-89.76529154429383,-127.1441360363729
246.8,-89.79681282291375,-167.1787005378171
247,-89.21741754905679,148.8554104899765
247.2,-89.21713170478498,104.3532876365751
247.4,-88.84194362026385,63.10615218723053
247.6,-88.86340842104184,17.64160852080779
247.8,-88.80549258227774,-24.74853701724825
248,-88.74471928634235,-67.64551767371562
248.2,-88.82547456095452,-108.5681531419769
248.4,-88.35812845316715,-151.7841811793714
248.6,-88.08122439171788,164.9811755880964
248.8,-88.18074933823296,120.812789315265
249,-87.98850231049677,78.30352974785191
249.2,-87.88173265549963,36.40155946974884
249.4,-87.52672299977837,-6.360024252643157
249.6,-87.26969978747782,-51.66230456460462
249.8,-87.49723099701632,-93.46139392849376
250,-87.20461078446283,-138.7500517804929
250.2,-86.99328530276533,178.8101698542855
250.4,-86.92337015500017,136.2602469760359
250.6,-86.5973555663457,88.86160838901668
250.8,-86.90282751898893,47.77952343361784
251,-86.48180944678404,0.3899954436406142
251.2,-86.70035577409678,-39.23916953543301
251.4,-86.4884937171969,-85.32990393595658
251.6,-86.54647652513526,-129.8707884735194
251.8,-86.24573065898747,-173.9869462447503
252,-86.56333198557692,140.6704882352392
252.2,-86.52403384559769,95.68815499492001
252.4,-86.74941579636327,51.10318529991942
252.6,-86.90321636966118,6.322346655565986
252.8,-86.94303806380402,-36.30696391930707
253,-87.17684190101421,-83.99391956429713
253.2,-87.57802013996914,-127.4830214269868
253.4,-87.97585535758603,-171.6531940399477
253.6,-88.31045309599074,144.4879172711015
253.8,-88.83283355991739,102.5727990156034
254,-88.75445083386128,55.48466504499444
254.2,-89.83037756470937,15.68307285430725
254.4,-90.15603338306066,-30.19900926918185
254.6,-89.97875263421656,-68.33466335232947
254.8,-90.96355778062333,-115.7917269714051
255,-91.35385809535177,-155.6941783255913
255.2,-91.66242957428857,164.0936179194158
255.4,-91.53455411870053,120.7004473878391
255.6,-93.00720000561657,78.17716010538491
255.8,-92.23300362560499,40.687817656865
256,-92.8595580783564,-3.971322513912173
256.2,-93.16629341354798,-46.37195446628791
256.4,-93.79577507251106,-85.29085585478268
256.6,-93.67366670711246,-130.4933809881906
256.8,-94.02545506389494,-168.4488874722001
257,-94.8760600258192,152.3490005905134
257.2,-93.92312435629819,106.3309718812297
257.4,-95.32729482825684,62.31516070820057
257.6,-95.12753152652999,30.5570650251971
257.8,-95.50424152133972,-20.49737541660725
258,-96.05822860598809,-56.06551793963778
258.2,-96.03227798803195,-94.90225114191114
258.4,-96.1807013068651,-141.1898270003513
258.6,-96.58426918801531,-179.3443200094994
258.8,-97.31798034530918,140.9995242403551
259,-96.34249690558549,96.91747810137305
259.2,-98.34399767402115,59.39746020527473
259.4,-97.78938321701852,20.74514172016342
259.6,-96.74472092095405,-17.63161287037494
259.8,-98.25785896135613,-64.16606426332538
260,-97.60626166540112,-97.41122804169305
260.2,-96.67013453043285,-141.7212426240375
260.4,-99.15585344061594,175.3129602549329
260.6,-97.41165806908651,142.2471563654337
260.8,-97.70309542917022,94.13541127988333
261,-98.19838986707992,55.42239324613566
261.2,-97.12223809354265,16.54560946449568
261.4,-98.70059628897471,-35.44870027431283
