Frequency (Hz),Channel 1 (dBV),Phase (deg)
394.6,-98.34040951660528,132.193449569134
394.8,-97.82397353582846,93.86868984799193
395,-98.7908847100328,42.35672493150214
395.2,-98.71940989458524,3.995892772674631
395.4,-99.51194927036161,-38.6889833100234
395.6,-99.81905093739593,-78.84005911691634
395.8,-99.70958598426273,-124.5592377789628
396,-99.80594552095477,-160.7550337172634
396.2,-100.5049005348816,149.5823683728305
396.4,-101.1833375732905,108.777819899902
396.6,-101.4140223501025,73.44963519527525
396.8,-102.4220302055164,26.00222612314457
397,-101.6613393576996,-1.907127301937406
397.2,-100.9887455464152,-51.93597177677702
397.4,-102.1975879427108,-98.36705464226945
397.6,-101.4582596335518,-132.9905324508242
397.8,-100.9024286680525,179.989192032855
398,-102.7063028281694,123.1780846807459
398.2,-103.1745705241314,96.85066446730104
398.4,-102.6540243890479,62.89893099915763
398.6,-102.9101560653071,6.96764979968627
398.8,-103.8346366066888,-15.94269252021971
399,-102.7452860802668,-75.01323908138666
399.2,-103.4009909045297,-107.4922656234865
399.4,-104.1203345991344,-145.5601592123415
399.6,-103.3687279081877,163.6159189498436
399.8,-104.8381476458002,125.6482485459783
400,-102.8606217616153,83.65517683340238
400.2,-104.0915790628957,31.15044731743861
400.4,-105.7101531200185,3.808436398625333
400.6,-105.9711179919016,-38.73619160892626
400.8,-103.3453484925854,-74.75688177651848
401,-103.8444374108218,-122.2226975134812
401.2,-104.9863308222023,-163.8650996471298
401.4,-104.1919024168687,150.2782936385806
401.6,-106.1889421022219,110.9355299737819
401.8,-104.3609928900498,79.51395338973376
402,-104.2949233410788,24.02603011833355
402.2,-106.2511764747746,-27.22684562279616
402.4,-105.5827044345329,-53.73640784996631
402.6,-107.3083567817499,-96.35918325719926
402.8,-107.2434927194732,-125.8777464531447
403,-104.4247839055949,-168.3858990946407
403.2,-106.110050804021,134.2301238943577
403.4,-105.2770252306957,106.0963514631436
403.6,-106.0295237846912,55.14630326523492
403.8,-105.0913453044313,1.030331430140976
404,-107.7803627964201,-22.52667956794285
404.2,-107.8325530034731,-69.75312231476147
404.4,-105.8571565218433,-115.2034256519783
404.6,-108.201764814256,-140.0311713296682
404.8,-106.1946479509107,167.2883509420314
405,-106.4761615136985,119.9757941100772
405.2,-108.3648467398977,71.17662016393402
405.4,-109.1006589619829,45.47543328038267
405.6,-107.6752375576885,-4.638011941194285
405.8,-109.5756264019255,-27.4061909758895
406,-105.7105102028805,-85.60760651180645
406.2,-107.5799700804046,-128.2752457610301
406.4,-110.1915500698362,167.0149205581734
406.6,-110.2981878549601,155.2940148741732
406.8,-110.112835574009,108.0055289603574
407,-111.2644673362455,80.1955843565746
407.2,-107.9552934809989,32.0889932789748
407.4,-111.9956325943821,-25.94319111343782
407.6,-110.1845413257782,-57.09180697377582
407.8,-110.6828314724085,-77.97451837495367
408,-111.3456304982574,-148.611833612501
408.2,-110.2374390695665,-165.8075726659766
408.4,-110.2285232068211,144.6648094237972
408.6,-111.3899745258886,95.55037652292989
408.8,-108.2468669186077,71.97165521486735
409,-109.6411966965581,-1.053019235390667
409.2,-109.715313208977,-25.84072553734083
409.4,-113.0512666217148,-72.78293383276349
409.6,-109.9372077932758,-119.2878027432461
409.8,-113.184549743898,-129.9789865011444
410,-111.2476838807095,159.985047252242
410.2,-111.3044641828382,129.0671469413523
410.4,-113.5297653949087,93.1339569751438
410.6,-111.1547214446384,54.2616390115786
410.8,-110.2932521842243,-10.78958552420881
411,-114.5477736195764,-33.49458391734692
411.2,-111.7591067016474,-70.8112762539014
411.4,-109.551540175064,-128.9553021311668
411.6,-121.3050555867828,166.3551080386922
411.8,-111.3080108835615,167.0260371184562
412,-113.0990515376644,132.8376913591505
412.2,-120.0558604878017,107.528666759303
412.4,-108.7182005904304,35.62387201996215
412.6,-110.6351057859085,-15.57380773740627
412.8,-115.7689860300237,-61.35453651614299
413,-110.2667650713496,-113.0972412028374
413.2,-113.6726518945346,179.2317495569479
413.4,-119.1844972567297,-140.690290617495
413.6,-114.5743999003619,128.6045562645893
413.8,-116.6819173383805,108.1254952195733
414,-117.4836588232553,52.5739271331752
414.2,-119.0922581679611,3.830933970679125
414.4,-119.9982924953854,-6.551100811287685
414.6,-117.4191542717641,-38.5220431186878
414.8,-114.9855169316115,-105.8371592864922
415,-114.9511633440809,-142.7972866427491
415.2,-117.8159249568005,149.050022507926
415.4,-119.5387484998172,126.2815493128746
415.6,-116.1756964402736,66.75868560147718
415.8,-123.2461196150176,76.37798567190089
416,-119.543249620416,-9.137479368035978
416.2,-117.315758763453,10.17929043019323
416.4,-114.8911232779201,-54.46520460157254
416.6,-112.4393521384009,-162.9851365689672
416.8,-119.8688594717892,-53.85706287863258
417,-122.6972705827424,172.0206483883484
417.2,-122.4134287507083,97.74688305843769
417.4,-120.6506509790063,147.9417175686561
417.6,-114.8923116446118,67.9100512226602
417.8,-119.1269310186766,-69.48617114318067
418,-119.0905693658575,18.56605713637568
418.2,-116.3370797820312,-79.88525777313259
418.4,-130.2261094345097,-32.67047262245865
418.6,-119.2058779342004,-128.6584517229516
418.8,-115.9101304244756,141.5787358082106
419,-124.8998545125124,24.50416411229772
419.2,-128.6131477167853,126.5741730132974
419.4,-119.9983113498671,22.63227025192824
419.6,-121.2944561779345,-168.2478847028612
419.8,-125.3247570338753,-2.833741475439319
420,-116.3160695291597,-4.255683719946777
420.2,-116.9197061424632,-151.2904795756133
420.4,-121.8904170755775,-125.9990270290676
420.6,-113.8448759356838,97.439625604209
420.8,-115.0580133207424,-31.2441003771418
421,-116.8730021739584,-142.3553507149997
421.2,-122.6215019580247,92.17999821972961
421.4,-130.2357336820688,168.2344137679749
421.6,-119.7813946346155,18.63330367346063
421.8,-121.6588616369511,177.5620867045041
422,-118.579909844746,41.30798978314855
422.2,-119.0365145169303,-63.51097898853963
422.4,-121.0082851779528,-77.00528148729042
422.6,-115.0247035053732,177.1219280156631
422.8,-124.7869638242104,113.0510344965898
423,-117.7993496843624,-3.9351365499224
423.2,-116.6547687634642,159.4933298855535
423.4,-121.6108425416778,66.11154767091622
423.6,-130.8332091264235,84.76254539375753
423.8,-115.2250876169185,7.962359352956717
424,-115.5758555247718,-73.95551859252562
424.2,-124.9807602920857,-97.95647049652996
424.4,-119.6912942769119,-163.9586165794153
424.6,-122.5106387654798,171.5124334853953
424.8,-116.1066419411689,144.0854307047106
425,-114.230597783864,112.6579523552223
425.2,-111.2525239242081,13.65649805949637
425.4,-121.0272359939005,-26.30560220277581
425.6,-115.4326417910573,-46.5103516447888
425.8,-112.7204725736818,-83.08173963140497
426,-125.0557364385653,178.8386210306766
426.2,-111.0912721390174,-149.2513917966804
426.4,-111.4234919151126,132.2970823978618
426.6,-115.3297359291429,100.726672255931
426.8,-111.514329850511,58.8749196060986
427,-113.2967984969716,-26.38128141784111
427.2,-118.8179846578518,-1.611533871795529
427.4,-113.0681626313296,-66.7064206497779
427.6,-111.490490251476,-122.1840249408812
427.8,-116.5191653697778,173.0595364283879
428,-117.0664428900571,-170.4646889584341
428.2,-114.4173377821317,129.845355847911
428.4,-109.7793095581582,85.67500336007615
428.6,-114.8720722463313,40.79348665366978
428.8,-111.279549048468,-23.21313117336364
429,-112.48131090247,-26.42556240705352
429.2,-111.5832214285925,-95.18419930174602
429.4,-110.00215379564,-137.9479454366439
429.6,-112.8562757011476,-164.8881848086668
429.8,-111.753098194246,137.0912782284009
430,-110.265830392528,83.47227997675385
430.2,-112.1530048749351,53.82747487747527
430.4,-113.852637410408,7.664487422082543
430.6,-111.6816316698457,-48.93033603242515
430.8,-113.8741744412131,-62.85941580731533
431,-108.6808525945005,-125.6865956257002
431.2,-116.3336406768261,-163.9651124215969
431.4,-111.5085042097172,-173.6716240045431
431.6,-111.1637540468339,93.17442624966885
431.8,-111.9746083171988,87.27311118473034
432,-113.8581752790801,55.85953566547806
432.2,-110.6557180142175,-22.5026007525326
432.4,-114.9031197182583,-32.80547712697474
432.6,-109.6335104938516,-87.86793528653226
432.8,-109.9117564070452,-160.4407396459651
433,-116.2844498826909,163.2893043166293
433.2,-113.0419302144476,133.7767472170096
433.4,-114.0316573558783,101.0416529631599
433.6,-113.3194304620361,14.96728160244057
433.8,-115.6445884435319,60.62972391596835
434,-114.8601391303269,-33.80624511905296
434.2,-115.0574905987276,-38.20281526999538
434.4,-113.7147711347411,-91.3708917320799
434.6,-111.84793532832,-134.4679821232289
434.8,-118.3040469366322,-175.6892121958875
435,-110.1493361258284,151.3149257362147
435.2,-110.4064107829253,76.1418110896107
435.4,-115.7927446645627,35.31378813982619
435.6,-117.9125628578207,-0.6663440718160524
435.8,-112.1192327562497,-49.22168388288512
436,-119.1382754446202,-21.61693235322683
436.2,-113.1663243570242,-125.0202097442427
436.4,-112.055951114805,-157.165545465485
436.6,-114.5246721537033,179.4066802002805
436.8,-114.8251962159314,102.5470833046633
437,-115.7925123554311,86.04470839497088
437.2,-113.2886401339506,40.63662616691303
437.4,-118.7322154100954,8.674552186428805
437.6,-111.4414076332994,-28.03991352299542
437.8,-116.4181019334519,-94.92100372600663
438,-110.4394340989575,-134.602488382619
438.2,-115.3342062856096,-170.4030302161853
438.4,-122.844119076938,97.46132553125084
438.6,-113.2558006092615,129.3493504844363
438.8,-126.7238854391563,74.25158106289761
439,-112.5866287108288,65.29071887063959
439.2,-113.3626656716858,22.96965084516997
439.4,-109.6708690145395,-51.71677601440771
439.6,-112.0370098679946,-80.51020889833308
439.8,-112.8215939928763,-148.0700627591665
440,-112.1628812491961,-175.0558237273626
440.2,-113.6626985262308,143.7727114677351
440.4,-117.3996473756139,123.9697617736552
440.6,-112.1090903785604,40.10967027795121
440.8,-115.8303100462223,55.43935855551037
441,-112.7196629225629,-12.64895355563523
441.2,-113.1661914866931,-85.60192988707195
441.4,-114.4913670574236,-68.92174515693944
441.6,-113.4844116599533,-163.5262513349577
441.8,-115.0848295832022,167.0839957672559
442,-115.322551053068,151.7686524764032
442.2,-116.1897791351419,117.1892976520612
442.4,-111.4761104186616,55.83668350856092
442.6,-117.8400964772754,0.1493202071920257
442.8,-110.8054370760153,-12.73690011737787
443,-117.3773485512281,-64.9268919328798
443.2,-116.3967828505173,-67.35816808304331
443.4,-109.8900930668561,-127.7276311279055
443.6,-111.3613408426548,149.0830018702465
443.8,-111.7042258538382,135.152100872964
444,-117.7486293564976,58.88418807890304
444.2,-117.8414659250156,9.896711983548325
444.4,-112.2349573298839,44.49428292891157
444.6,-112.8774259082954,-13.25121253801211
444.8,-111.5913400064005,-63.6998788815896
445,-112.8830006684552,-117.6647919356559
445.2,-110.2803142696191,-148.4516010972941
445.4,-114.5950964381093,116.7501333079417
445.6,-114.756210451689,128.3479626570478
445.8,-116.7452769668675,108.6751116409357
446,-112.4613502805163,41.76142810410397
446.2,-112.1043097023249,14.54983739117212
446.4,-112.504442713432,-58.70272696232124
446.6,-117.687616877435,-85.01009969939057
446.8,-113.4064966960121,-110.9948786438757
447,-118.9329764309764,-143.644973120939
447.2,-109.510832604227,-176.3579225051028
447.4,-111.7907718869798,105.6490745519868
447.6,-109.0529431663137,63.45042007863378
447.8,-119.722329705741,-11.44035116688687
448,-115.389550347382,44.20669587896484
448.2,-109.6610731549327,-35.94826942783114
448.4,-113.8366021966444,-79.92395154992113
448.6,-108.1932376887719,-130.1432799941994
448.8,-113.3629038301017,-172.1562791636467
449,-114.8802223158889,134.4969526099704
449.2,-110.2004810385432,116.7668023296589
449.4,-111.7968477192954,74.28835340364894
449.6,-109.1847784376689,51.03986857122111
449.8,-110.2425384538062,-9.950661022951271
450,-107.4274962770409,-52.5366269385341
450.2,-110.6704051155977,-112.4897020981683
450.4,-110.3787874038717,-132.743503028834
450.6,-112.0151339421944,-167.2636212438388
450.8,-109.7283809145825,134.192487199712
451,-107.2589275479766,128.5271037894443
451.2,-106.2609269504201,42.76304412118717
451.4,-108.940145768726,21.86694599914792
451.6,-109.3391549812565,-16.06656260457711
451.8,-106.9926284174367,-69.31575351166684
452,-109.4194693071901,-91.96271263543449
452.2,-107.0641588665476,-144.6313465166128
452.4,-106.302098483848,174.8490071769479
452.6,-107.0909009816364,115.9854522070025
452.8,-108.6688251018053,84.60126705447641
453,-106.5466637646599,47.48205173516777
453.2,-108.2729089759629,-0.8574110673623059
453.4,-107.3337249686125,-31.1136452799538
453.6,-106.0216843899901,-82.25352022485322
453.8,-106.6484659233142,-113.063584304615
454,-104.7525403904627,-155.0081068948843
454.2,-105.1100361655968,142.7140239556259
454.4,-106.1902694195579,105.0003562183009
454.6,-106.9098097609918,85.51668129984814
454.8,-104.400386122599,32.94971416241991
455,-104.3723497187427,-14.37472898737578
455.2,-104.7170825766779,-63.23629250263723
455.4,-107.6904456437567,-105.1044421147392
455.6,-104.86874861893,-135.6359943916092
455.8,-106.1033660521373,-170.588051055672
456,-104.4517044407719,137.5206549004873
456.2,-103.4229311677085,100.0215922298493
456.4,-104.2312641055686,50.9099020697729
456.6,-103.6456333653645,6.169912431488874
456.8,-105.1840138072178,-29.90160427964703
457,-102.7299446190735,-77.68312134057372
457.2,-104.8877079447847,-111.8591626976431
457.4,-102.5302415292542,-154.1302982748453
457.6,-102.259225090135,156.2525369134961
457.8,-101.6975231694486,111.9351593115974
458,-102.3988474094153,67.05978569948779
458.2,-101.9926398205114,26.31044390118871
458.4,-102.9103634203609,-14.98792973013658
458.6,-101.3847975768771,-48.38847089037257
458.8,-101.1128231829714,-98.99729506146168
459,-100.9425039971198,-148.1381511660486
459.2,-100.5966584823408,173.9722865197404
459.4,-101.5895939353303,124.02853836063
459.6,-102.0601652632401,82.89511821891462
459.8,-100.7323370858421,51.46129342063632
460,-100.1300512480936,-4.885344875422137
460.2,-100.6369684340232,-39.72359640215676
460.4,-100.9109268078649,-87.16160184144825
460.6,-101.1846947569128,-126.2082149488981
460.8,-100.6351680734987,-173.4750286681955
461,-99.63867344349183,146.2416877651271
461.2,-100.9297775954609,98.06305790498642
461.4,-100.793092271203,57.64285544596293
461.6,-101.3413051351252,9.22328784391375
461.8,-99.85902753236988,-23.85146012181914
462,-101.0305236473905,-67.00019763639769
462.2,-100.4428078174905,-110.1952596616882
462.4,-98.95392015578913,-160.6206712467173
462.6,-100.8590899697659,159.4622870587354
462.8,-99.70440828408235,119.2732316104716
463,-100.682556281862,70.04856711538757
463.2,-99.46069873979737,31.99816090027812
463.4,-99.83035582650112,-14.53313470836749
463.6,-99.91644308437769,-57.65989744105185
463.8,-99.85255634232357,-103.7772373217176
464,-99.83613695840744,-149.7063447314249
464.2,-100.9102503419123,165.8690541597688
464.4,-100.6768810590207,127.0180101983517
464.6,-99.81016540170413,87.73401679188729
464.8,-100.4141559587818,35.24316509845681
465,-100.2822950327138,-7.496624164470243
465.2,-100.9134993600802,-48.26821382187408
465.4,-100.1613953230975,-93.41900582790049
465.6,-101.570205032042,-140.5628027088521
465.8,-101.5732450846544,-176.9969183780817
466,-101.2732146574679,136.6112697673431
466.2,-101.0416036711576,95.78992603594352
466.4,-101.9789265042453,41.7461918939517
466.6,-101.7494756920091,5.499727153060537
466.8,-103.529713930676,-41.68118676180202
467,-103.6573691601232,-80.12543357728684
467.2,-102.9686026192713,-115.8394227673101
467.4,-103.3895842497696,-170.7165941121362
467.6,-104.1171852683291,155.8778887515342
467.8,-105.2497217269541,109.2936971878813
468,-103.7665024069639,75.86798630206752
468.2,-103.4866232586789,34.0821349936226
468.4,-103.0483726043475,-24.06665038480114
468.6,-103.4853368384035,-65.64825558130831
468.8,-106.6939279098644,-106.3002814509815
469,-105.696821182737,-140.4091184276746
469.2,-105.2091290126412,177.6293194674991
469.4,-105.4719170343274,134.5628720682857
469.6,-104.7514997528277,89.55263511102196
469.8,-105.2600156920461,44.51402111441887
470,-106.5904074411642,-12.91683521544841
470.2,-108.4328852419009,-39.7352777664363
470.4,-105.6174584508128,-62.97155948897804
470.6,-106.2049469467729,-129.9747358941846
470.8,-106.4447368404643,-166.6481307546385
471,-109.0537740544171,145.1732716965043
471.2,-108.6564689060178,118.0363810598031
471.4,-107.5009957362199,74.30231458125732
471.6,-110.6979458691132,30.39888194053029
471.8,-107.278698894906,-15.7874372319631
472,-111.244848132714,-50.61908580342813
472.2,-108.3542306648322,-103.4751109557479
472.4,-111.1897260347101,-133.9135679089338
472.6,-112.374930724025,178.9496070380613
472.8,-110.2552878671248,166.4753107590932
473,-106.5910206520114,100.0643363059618
473.2,-112.0268786009885,53.93512493458437
473.4,-106.6858964165683,23.73742657949953
473.6,-110.4840741222434,-46.89638476658953
473.8,-111.0265512092877,-72.45099134689217
474,-110.1490317281556,-106.3369466788017
474.2,-109.937160457125,-147.1925241256284
474.4,-111.9100363790659,153.0162024961048
474.6,-110.5821377147639,134.1894129280916
474.8,-110.1764549575514,77.19882723359127
475,-108.8971496482629,26.19977558461963
475.2,-111.8217209600658,-34.42696126809779
475.4,-115.7968674822381,-80.47464406128391
475.6,-115.2639794116448,-74.15638778741616
475.8,-113.489446255655,-138.5254504539209
476,-114.3339207026306,-141.9811408903856
476.2,-114.3776878445247,152.368964177139
476.4,-112.334784580523,110.8074709712
476.6,-113.159553813889,74.88193212356647
476.8,-116.5542033051136,40.83646692194176
477,-111.5926592244006,-4.70513574352039
477.2,-113.2048866334048,-75.61463800850011
477.4,-116.7601764708682,-53.14515396886277
477.6,-111.3989699273307,-137.9751830296241
477.8,-114.8164740418807,-160.3657655335405
478,-110.4779232687261,142.8871515366158
478.2,-110.7097789537164,71.71484220262042
478.4,-126.6192734519689,31.04788565060557
478.6,-111.1718290371592,21.34911802597141
478.8,-113.1212349897464,-37.01386032587532
479,-121.1387638256814,-82.05423387393904
479.2,-113.8277756732219,-116.8679686995558
479.4,-116.7063731828368,172.8530793578178
479.6,-119.320084520478,-141.5826671353639
479.8,-116.8431381011439,105.2349931011527
480,-114.8011624579929,97.40961958125969
480.2,-121.3936931376816,-7.384238832225037
480.4,-116.2411817028436,45.46906018286972
480.6,-116.5062754405755,-40.70816078235823
480.8,-118.6203588025861,-59.3031965846559
481,-111.4621145445249,-102.9541717056233
481.2,-118.4487016629169,133.5457138950282
481.4,-117.7116736413686,179.6758492939279
481.6,-117.256109271311,175.4950432927482
481.8,-116.9303846633296,78.8230061512452
482,-113.8354901980778,63.6594245440455
482.2,-113.7624369387383,35.81352387884468
482.4,-112.2778296526339,-80.91121042754926
482.6,-121.7286605015868,-57.32424058145853
482.8,-114.4816326133574,-136.7418226484154
483,-128.257856870443,-147.7598145893793
483.2,-117.6465497616495,-166.5657486662907
483.4,-113.54619550214,120.5615411143651
483.6,-114.6363899556174,58.04892417109126
483.8,-117.4258694711013,11.16394743416565
484,-118.3207407210559,-27.20583155822845
484.2,-129.9634646252791,95.04677457687329
484.4,-113.8090293862369,-60.63356310195297
484.6,-113.1121696817319,-120.4741630393356
484.8,-113.7308039043016,158.1177111288555
485,-123.0666216423233,102.0027280563323
485.2,-116.4130586945889,101.8954913582444
485.4,-121.9076166806049,50.32713392570587
485.6,-116.5434921745316,20.93541894642499
485.8,-114.2857330706629,-28.88874532515047
486,-113.0996764689921,-133.5457619641828
486.2,-125.1752923049256,-68.4571715406836
486.4,-122.3744021366243,-145.3621662907304
486.6,-120.3751410904379,75.74756684820939
486.8,-120.3638463464364,-177.4713504977633
487,-117.6390398035363,116.7515123907903
487.2,-113.9694545950435,17.60300964751254
487.4,-139.9259691112376,75.5526559637712
487.6,-113.0897179361398,-45.87518086711679
487.8,-118.9693468758821,-175.8519806939749
488,-120.9613302869695,-99.52295568670276
488.2,-117.447898634312,171.0524381844662
488.4,-131.6148236182683,-177.3135523718551
488.6,-118.9382392803347,51.37159402723415
488.8,-121.0534776829614,110.3793501711748
489,-118.6625406478453,8.272910359046147
489.2,-122.9069874442305,-67.021680664835
489.4,-119.3631723610714,-74.76737935830477
489.6,-123.162159719504,-104.6052782809045
489.8,-143.531184744347,138.7896368114569
490,-114.267343557237,151.546492953244
490.2,-121.5966145341481,20.33846412423919
490.4,-124.5190979249678,27.75945347950551
490.6,-121.8865803477076,92.57293414216578
490.8,-115.956533278642,-91.8491654278852
491,-124.7610626604254,66.48625206272392
491.2,-119.5488043065178,-154.2392629236143
491.4,-127.2648068993003,-104.1521449522412
491.6,-121.7996578135659,52.70851907211598
491.8,-121.7464274628679,12.74628144268401
492,-114.9833200633478,-154.983686204594
492.2,-117.9449216947205,64.22951531721726
492.4,-122.1328219863383,-23.67538033237241
492.6,-127.4114427836526,138.6044921549578
492.8,-121.6200136479017,0.1353411879979322
493,-127.1429566620797,175.9252300338895
493.2,-121.6402010677746,-88.71155536519716
493.4,-116.6417659960604,142.9749113726593
493.6,-118.3624123306112,-19.29443003060609
493.8,-123.1450140989642,-152.4356817919776
494,-139.5469873819496,-44.31629558288056
494.2,-135.2751697997317,45.15333144555095
494.4,-122.476867417298,154.2733725601333
494.6,-119.543589257518,48.0397592781721
494.8,-117.3040837216822,-122.832017929195
495,-120.9328063755526,-33.55066395074446
495.2,-121.5409732576555,119.5631095874601
495.4,-117.3644936200046,-11.90446826016717
495.6,-116.6430133869164,-174.8720480252648
495.8,-122.4816506513292,80.34230463266437
496,-116.4781167106679,-154.9271517979231
496.2,-116.9058252511335,35.0460851659627
496.4,-127.5949016174818,41.12537280435257
496.6,-120.6557697610337,125.4934604579347
496.8,-118.6861380950856,-68.0610843996231
497,-118.5776865837745,-91.05105153711646
497.2,-118.3516564972064,-159.0262363220839
497.4,-117.6322693729108,82.86838741297314
497.6,-135.2112299347793,-59.43441212376137
497.8,-122.4102061937874,-0.2773809253715995
498,-118.9347496991397,123.4367642692096
498.2,-126.3432276861516,-150.9968102973505
498.4,-117.7841940094067,16.49211154541803
498.6,-113.7226419467095,-90.75918871837825
498.8,-119.6733480448829,140.6513219483808
499,-129.612157474442,178.0827718892467
499.2,-123.9599870844132,-104.2608675112166
499.4,-119.8196661462038,147.0956081228917
499.6,-118.1752012021623,90.10011814721442
499.8,-117.8451146799183,5.704050060485603
500,-116.9173964799374,-99.28690179326681
500.2,-124.0739237865381,112.4366619617877
500.4,-122.7597924367571,-85.49763530984416
500.6,-118.4635634282482,-167.7073049485244
500.8,-121.8518750248633,-77.0879037065787
501,-118.6967968380821,56.15174909104229
501.2,-119.5611827820075,162.381992957459
501.4,-124.1340828203462,52.61371292136606
501.6,-115.6402197807473,29.34939481318172
501.8,-121.015080701934,-120.425783089425
502,-115.5066383787333,-114.5307310148409
502.2,-121.4181774170723,155.7895495812821
502.4,-115.7809837737246,51.87511408459715
502.6,-118.7794278098533,-112.4107271476922
502.8,-123.1926688425571,-144.7657043880646
503,-115.8991799370556,32.98494575681294
503.2,-124.2619843460089,-128.4326889652144
503.4,-118.472340913143,20.46798316415529
503.6,-118.5864666741158,-152.7845871180331
503.8,-120.6220288810403,-26.35214793261638
504,-120.0855489062572,-126.8517073137523
504.2,-121.6712598426541,144.2920999722789
504.4,-128.6283094331835,115.1959713813434
504.6,-135.5960698318999,-21.23133296931319
504.8,-123.7113460274702,55.84198463945992
505,-133.1218160265642,108.5516809479776
505.2,-119.4913865682327,-2.523821423739231
505.4,-123.432541747606,-77.32652326958726
505.6,-127.3784806447748,-100.9871109055121
505.8,-117.361789771036,155.0465287358423
506,-126.101500437085,-112.3932498777368
506.2,-118.7046952300844,2.383336706958801
506.4,-132.0893132269128,96.03216950428929
506.6,-118.8352940213666,-178.8658697748854
506.8,-117.2977142436584,10.67407796247515
507,-128.2007822222839,4.000108550365749
507.2,-117.935385669934,163.3217843594368
507.4,-124.7544467400466,44.47165209005643
507.6,-117.4257926166185,-52.85945602667019
507.8,-115.758172687732,-161.9342159276709
508,-117.7171345527984,61.17853689535887
508.2,-119.8504092653128,54.50993290072952
508.4,-120.2614307666734,-66.36479983103089
508.6,-120.2144191260477,162.7248984737584
508.8,-133.8151431988966,115.8663770668592
509,-117.7531305410913,38.67947522962918
509.2,-116.9368226625011,-110.6850683859331
509.4,-118.5327295403656,77.38282657204994
509.6,-122.254860740871,-95.45658447089748
509.8,-124.2869143201489,-28.38949202994031
510,-123.8492612950051,170.7070027667247
510.2,-117.429673902771,68.79700690195993
510.4,-121.3027836955097,-173.0005677374498
510.6,-116.5733501757683,-34.25006213693948
510.8,-141.1172798481064,86.1504045566175
511,-122.4704242349486,96.80338890312683
511.2,-118.3463434201975,-143.8138909145056
511.4,-128.205440551395,-88.40129197456108
511.6,-124.1894095864997,9.507967939895895
511.8,-123.7979759759683,64.71505771461405
512,-125.9416576971452,-67.94926618726268
512.2,-125.7044367872427,102.8680229096098
512.4,-121.6687514579551,-153.5485777922143
512.6,-123.3130829300627,-11.98802015735191
512.8,-118.866557453516,137.0714381851466
513,-119.3577074715946,-80.31473271972625
513.2,-122.1591840683625,12.35270066076326
513.4,-114.9497844438094,-178.8496379076873
513.6,-116.1082976312514,59.61722745665561
513.8,-115.7669692814892,-93.12991238358929
514,-117.9717646084788,62.68564063274381
514.2,-122.3823813115974,32.34370666954643
514.4,-117.9151286051189,-127.8835125278516
514.6,-125.2054636722413,77.98343403935397
514.8,-125.6128264500662,127.9221913934739
515,-122.1837732866133,-2.523525149650058
515.2,-116.4575525623927,-104.3513778507975
515.4,-115.4495683786582,92.61354303752755
515.6,-122.7754571096918,-15.49206569010124
515.8,-124.8920797068217,-102.287753343247
516,-123.9288351768024,-174.7012218506859
516.2,-118.2408646583269,31.84052660026152
516.4,-121.7594124597671,-93.30033303381428
516.6,-124.437073793378,-121.4486279264832
516.8,-132.4108490282694,115.147794479204
517,-120.022283541769,115.1250072149764
517.2,-138.0324288728202,125.6597792603569
517.4,-120.037017532164,-84.06631404698602
517.6,-117.5773966571005,46.67096026888278
517.8,-121.2784770055745,51.26858404064392
518,-125.46985386395,-107.6143386992776
518.2,-120.6617628267435,-87.82269086639845
518.4,-123.1698389438729,-165.6051354530173
518.6,-119.5147605328441,45.25908200960129
518.8,-131.6491477908559,105.4193752275601
519,-121.4359723806879,-103.0476809515859
519.2,-122.029792105964,103.4855949640993
519.4,-122.9794120907056,-47.87241865320232
519.6,-119.9543440667131,49.54043797293533
519.8,-125.06817944175,-83.74071082509286
520,-122.4387412472721,-38.23291247473865
520.2,-115.9661821720773,-159.5537564292359
520.4,-129.1697187825846,-4.804343599986713
520.6,-126.4691323608785,36.39744244764366
520.8,-134.9373630786298,-100.1331343832035
521,-115.8002695316104,90.05333335276769
521.2,-126.3789533304816,-34.09751185549882
521.4,-126.1824571966241,-53.9620275295186
521.6,-134.2386203839866,144.4863139323034
521.8,-119.67863769817,-86.58897838200096
522,-119.8861665165389,-120.6599725890023
522.2,-122.7336455352762,157.2263381502162
522.4,-117.0761087605784,74.04221017466978
522.6,-137.1825072034155,-38.53325332528013
522.8,-123.7356581368128,44.72871563587469
523,-129.1461240738945,-123.1190385967005
523.2,-119.4685858678538,-7.980368935095337
523.4,-122.8783190686124,82.22333081043595
523.6,-119.028453383923,-134.1363275567444
523.8,-124.7532395062592,134.8235733916444
524,-128.441377342032,-136.694479949892
524.2,-126.5131967644935,-83.98109827418864
524.4,-120.4042029455445,73.86955171049389
524.6,-117.0896259188954,48.12976670093538
524.8,-116.1155642011549,-25.94311555223854
525,-119.7117872961722,-94.93610140693039
525.2,-115.6763807623586,-136.2420252687544
525.4,-116.8228012143276,142.5717822510939
525.6,-128.9022065112042,167.4967273569077
525.8,-127.9944463568144,179.5764140582058
526,-120.0437605172895,56.25641024162579
526.2,-116.2783819609137,51.3291355454235
526.4,-116.0201982267783,-42.6037120486688
526.6,-119.1475006608667,-129.5854501793635
526.8,-123.7628005127549,-40.11723081450202
527,-119.0439485949086,-178.1713903563923
527.2,-121.7965444666781,-178.6600216184501
527.4,-123.331266119275,70.77624062460404
527.6,-116.5441777972163,137.0865024797382
527.8,-113.5606541095727,-30.76079998924477
